shift_id,date,start_time,end_time
shift-W-134,2026-06-22,16:00,23:59
shift-W-135,2026-06-22,00:00,08:00
shift-W-136,2026-06-23,08:00,16:00
shift-W-137,2026-06-23,16:00,23:59
shift-W-138,2026-06-23,00:00,08:00
shift-W-139,2026-06-24,08:00,16:00
shift-W-140,2026-06-24,16:00,23:59
shift-W-141,2026-06-24,00:00,08:00
shift-W-142,2026-06-25,08:00,16:00
shift-W-143,2026-06-25,16:00,23:59
shift-W-144,2026-06-25,00:00,08:00
shift-E-100,2026-06-26,08:00,16:00
shift-E-101,2026-06-26,16:00,23:59
shift-E-102,2026-06-26,00:00,08:00
shift-E-103,2026-06-27,08:00,16:00
shift-E-104,2026-06-27,16:00,23:59
shift-E-105,2026-06-27,00:00,08:00
shift-E-106,2026-06-28,08:00,16:00
shift-E-107,2026-06-28,16:00,23:59
shift-E-108,2026-06-28,00:00,08:00
shift-W-145,2026-06-29,08:00,16:00
shift-W-146,2026-06-29,16:00,23:59
shift-W-147,2026-06-29,00:00,08:00
shift-W-148,2026-06-30,08:00,16:00
shift-W-149,2026-06-30,16:00,23:59
shift-W-150,2026-06-30,00:00,08:00
shift-W-151,2026-07-01,08:00,16:00
shift-W-152,2026-07-01,16:00,23:59
shift-W-153,2026-07-01,00:00,08:00
shift-W-154,2026-07-02,08:00,16:00
shift-W-155,2026-07-02,16:00,23:59
shift-W-156,2026-07-02,00:00,08:00
shift-E-109,2026-07-03,08:00,16:00
shift-E-110,2026-07-03,16:00,23:59
shift-E-111,2026-07-03,00:00,08:00
shift-E-112,2026-07-04,08:00,16:00
shift-E-113,2026-07-04,16:00,23:59
shift-E-114,2026-07-04,00:00,08:00
shift-E-115,2026-07-05,08:00,16:00
shift-E-116,2026-07-05,16:00,23:59
shift-E-117,2026-07-05,00:00,08:00
shift-W-157,2026-07-06,08:00,16:00
shift-W-158,2026-07-06,16:00,23:59
shift-W-159,2026-07-06,00:00,08:00
shift-W-160,2026-07-07,08:00,16:00
shift-W-161,2026-07-07,16:00,23:59
shift-W-162,2026-07-07,00:00,08:00
shift-W-163,2026-07-08,08:00,16:00
shift-W-164,2026-07-08,16:00,23:59
shift-W-165,2026-07-08,00:00,08:00
shift-W-166,2026-07-09,08:00,16:00
shift-W-167,2026-07-09,16:00,23:59
shift-W-168,2026-07-09,00:00,08:00
shift-E-118,2026-07-10,08:00,16:00
shift-E-119,2026-07-10,16:00,23:59
shift-E-120,2026-07-10,00:00,08:00
shift-E-121,2026-07-11,08:00,16:00
shift-E-122,2026-07-11,16:00,23:59
shift-E-123,2026-07-11,00:00,08:00
shift-E-124,2026-07-12,08:00,16:00
shift-E-125,2026-07-12,16:00,23:59
shift-E-126,2026-07-12,00:00,08:00
shift-W-169,2026-07-13,08:00,16:00
shift-W-170,2026-07-13,16:00,23:59
shift-W-171,2026-07-13,00:00,08:00
shift-W-172,2026-07-14,08:00,16:00
shift-W-173,2026-07-14,16:00,23:59
shift-W-174,2026-07-14,00:00,08:00
shift-W-175,2026-07-15,08:00,16:00
shift-W-176,2026-07-15,16:00,23:59
shift-W-177,2026-07-15,00:00,08:00
shift-W-178,2026-07-16,08:00,16:00
shift-W-179,2026-07-16,16:00,23:59
shift-W-180,2026-07-16,00:00,08:00
shift-E-127,2026-07-17,08:00,16:00
shift-E-128,2026-07-17,16:00,23:59
shift-E-129,2026-07-17,00:00,08:00
shift-E-130,2026-07-18,08:00,16:00
shift-E-131,2026-07-18,16:00,23:59
shift-E-132,2026-07-18,00:00,08:00
shift-E-133,2026-07-19,08:00,16:00
shift-E-134,2026-07-19,16:00,23:59
shift-E-135,2026-07-19,00:00,08:00
shift-W-181,2026-07-20,08:00,16:00
shift-W-182,2026-07-20,16:00,23:59
shift-W-183,2026-07-20,00:00,08:00
shift-W-184,2026-07-21,08:00,16:00
shift-W-185,2026-07-21,16:00,23:59
shift-W-186,2026-07-21,00:00,08:00
shift-W-187,2026-07-22,08:00,16:00
shift-W-188,2026-07-22,16:00,23:59
shift-W-189,2026-07-22,00:00,08:00
shift-W-190,2026-07-23,08:00,16:00
shift-W-191,2026-07-23,16:00,23:59
shift-W-192,2026-07-23,00:00,08:00
shift-E-136,2026-07-24,08:00,16:00
shift-E-137,2026-07-24,16:00,23:59
shift-E-138,2026-07-24,00:00,08:00
shift-E-139,2026-07-25,08:00,16:00
shift-E-140,2026-07-25,16:00,23:59
shift-E-141,2026-07-25,00:00,08:00
shift-E-142,2026-07-26,08:00,16:00
shift-E-143,2026-07-26,16:00,23:59
shift-E-144,2026-07-26,00:00,08:00
shift-W-193,2026-07-27,08:00,16:00
shift-W-194,2026-07-27,16:00,23:59
shift-W-195,2026-07-27,00:00,08:00
shift-W-196,2026-07-28,08:00,16:00
shift-W-197,2026-07-28,16:00,23:59
shift-W-198,2026-07-28,00:00,08:00
shift-W-199,2026-07-29,08:00,16:00
shift-W-200,2026-07-29,16:00,23:59
shift-W-201,2026-07-29,00:00,08:00
shift-W-202,2026-07-30,08:00,16:00
shift-W-203,2026-07-30,16:00,23:59
shift-W-204,2026-07-30,00:00,08:00
shift-E-145,2026-07-31,08:00,16:00
shift-E-146,2026-07-31,16:00,23:59
shift-E-147,2026-07-31,00:00,08:00
shift-E-148,2026-08-01,08:00,16:00
shift-E-149,2026-08-01,16:00,23:59
shift-E-150,2026-08-01,00:00,08:00
shift-E-151,2026-08-02,08:00,16:00
shift-E-152,2026-08-02,16:00,23:59
shift-E-153,2026-08-02,00:00,08:00
shift-W-205,2026-08-03,08:00,16:00
shift-W-206,2026-08-03,16:00,23:59
shift-W-207,2026-08-03,00:00,08:00
shift-W-208,2026-08-04,08:00,16:00
shift-W-209,2026-08-04,16:00,23:59
shift-W-210,2026-08-04,00:00,08:00
shift-W-211,2026-08-05,08:00,16:00
shift-W-212,2026-08-05,16:00,23:59
shift-W-213,2026-08-05,00:00,08:00
shift-W-214,2026-08-06,08:00,16:00
shift-W-215,2026-08-06,16:00,23:59
shift-W-216,2026-08-06,00:00,08:00
shift-E-154,2026-08-07,08:00,16:00
shift-E-155,2026-08-07,16:00,23:59
shift-E-156,2026-08-07,00:00,08:00
shift-E-157,2026-08-08,08:00,16:00
shift-E-158,2026-08-08,16:00,23:59
shift-E-159,2026-08-08,00:00,08:00
shift-E-160,2026-08-09,08:00,16:00
shift-E-161,2026-08-09,16:00,23:59
shift-E-162,2026-08-09,00:00,08:00
shift-W-217,2026-08-10,08:00,16:00
shift-W-218,2026-08-10,16:00,23:59
shift-W-219,2026-08-10,00:00,08:00
shift-W-220,2026-08-11,08:00,16:00
shift-W-221,2026-08-11,16:00,23:59
shift-W-222,2026-08-11,00:00,08:00
shift-W-223,2026-08-12,08:00,16:00
shift-W-224,2026-08-12,16:00,23:59
shift-W-225,2026-08-12,00:00,08:00
shift-W-226,2026-08-13,08:00,16:00
shift-W-227,2026-08-13,16:00,23:59
shift-W-228,2026-08-13,00:00,08:00
shift-E-163,2026-08-14,08:00,16:00
shift-E-164,2026-08-14,16:00,23:59
shift-E-165,2026-08-14,00:00,08:00
shift-E-166,2026-08-15,08:00,16:00
shift-E-167,2026-08-15,16:00,23:59
shift-E-168,2026-08-15,00:00,08:00
shift-E-169,2026-08-16,08:00,16:00
shift-E-170,2026-08-16,16:00,23:59
shift-E-171,2026-08-16,00:00,08:00
shift-W-229,2026-08-17,08:00,16:00
shift-W-230,2026-08-17,16:00,23:59
shift-W-231,2026-08-17,00:00,08:00
shift-W-232,2026-08-18,08:00,16:00
shift-W-233,2026-08-18,16:00,23:59
shift-W-234,2026-08-18,00:00,08:00
shift-W-235,2026-08-19,08:00,16:00
shift-W-236,2026-08-19,16:00,23:59
shift-W-237,2026-08-19,00:00,08:00
shift-W-238,2026-08-20,08:00,16:00
shift-W-239,2026-08-20,16:00,23:59
shift-W-240,2026-08-20,00:00,08:00
shift-E-172,2026-08-21,08:00,16:00
shift-E-173,2026-08-21,16:00,23:59
shift-E-174,2026-08-21,00:00,08:00
shift-E-175,2026-08-22,08:00,16:00
shift-E-176,2026-08-22,16:00,23:59
shift-E-177,2026-08-22,00:00,08:00
shift-E-178,2026-08-23,08:00,16:00
shift-E-179,2026-08-23,16:00,23:59
shift-E-180,2026-08-23,00:00,08:00
shift-W-241,2026-08-24,08:00,16:00
shift-W-242,2026-08-24,16:00,23:59
shift-W-243,2026-08-24,00:00,08:00
shift-W-244,2026-08-25,08:00,16:00
shift-W-245,2026-08-25,16:00,23:59
shift-W-246,2026-08-25,00:00,08:00
shift-W-247,2026-08-26,08:00,16:00
shift-W-248,2026-08-26,16:00,23:59
shift-W-249,2026-08-26,00:00,08:00
shift-W-250,2026-08-27,08:00,16:00
shift-W-251,2026-08-27,16:00,23:59
shift-W-252,2026-08-27,00:00,08:00
shift-E-181,2026-08-28,08:00,16:00
shift-E-182,2026-08-28,16:00,23:59
shift-E-183,2026-08-28,00:00,08:00
shift-E-184,2026-08-29,08:00,16:00
shift-E-185,2026-08-29,16:00,23:59
shift-E-186,2026-08-29,00:00,08:00
shift-E-187,2026-08-30,08:00,16:00
shift-E-188,2026-08-30,16:00,23:59
shift-E-189,2026-08-30,00:00,08:00
shift-W-253,2026-08-31,08:00,16:00
shift-W-254,2026-08-31,16:00,23:59
shift-W-255,2026-08-31,00:00,08:00
shift-W-256,2026-09-01,08:00,16:00
shift-W-257,2026-09-01,16:00,23:59
shift-W-258,2026-09-01,00:00,08:00
shift-W-259,2026-09-02,08:00,16:00
shift-W-260,2026-09-02,16:00,23:59
shift-W-261,2026-09-02,00:00,08:00
shift-W-262,2026-09-03,08:00,16:00
shift-W-263,2026-09-03,16:00,23:59
shift-W-264,2026-09-03,00:00,08:00
shift-E-190,2026-09-04,08:00,16:00
shift-E-191,2026-09-04,16:00,23:59
shift-E-192,2026-09-04,00:00,08:00
shift-E-193,2026-09-05,08:00,16:00
shift-E-194,2026-09-05,16:00,23:59
shift-E-195,2026-09-05,00:00,08:00
shift-E-196,2026-09-06,08:00,16:00
shift-E-197,2026-09-06,16:00,23:59
shift-E-198,2026-09-06,00:00,08:00
shift-W-265,2026-09-07,08:00,16:00
shift-W-266,2026-09-07,16:00,23:59
shift-W-267,2026-09-07,00:00,08:00
shift-W-268,2026-09-08,08:00,16:00
shift-W-269,2026-09-08,16:00,23:59
shift-W-270,2026-09-08,00:00,08:00
shift-W-271,2026-09-09,08:00,16:00
shift-W-272,2026-09-09,16:00,23:59
shift-W-273,2026-09-09,00:00,08:00
shift-W-274,2026-09-10,08:00,16:00
shift-W-275,2026-09-10,16:00,23:59
shift-W-276,2026-09-10,00:00,08:00
shift-E-199,2026-09-11,08:00,16:00
shift-E-200,2026-09-11,16:00,23:59
shift-E-201,2026-09-11,00:00,08:00
shift-E-202,2026-09-12,08:00,16:00
shift-E-203,2026-09-12,16:00,23:59
shift-E-204,2026-09-12,00:00,08:00
shift-E-205,2026-09-13,08:00,16:00
shift-E-206,2026-09-13,16:00,23:59
shift-E-207,2026-09-13,00:00,08:00
shift-W-277,2026-09-14,08:00,16:00
shift-W-278,2026-09-14,16:00,23:59
shift-W-279,2026-09-14,00:00,08:00
shift-W-280,2026-09-15,08:00,16:00
shift-W-281,2026-09-15,16:00,23:59
shift-W-282,2026-09-15,00:00,08:00
shift-W-283,2026-09-16,08:00,16:00
shift-W-284,2026-09-16,16:00,23:59
shift-W-285,2026-09-16,00:00,08:00
shift-W-286,2026-09-17,08:00,16:00
shift-W-287,2026-09-17,16:00,23:59
shift-W-288,2026-09-17,00:00,08:00
shift-E-208,2026-09-18,08:00,16:00
shift-E-209,2026-09-18,16:00,23:59
shift-E-210,2026-09-18,00:00,08:00
shift-E-211,2026-09-19,08:00,16:00
shift-E-212,2026-09-19,16:00,23:59
shift-E-213,2026-09-19,00:00,08:00
shift-E-214,2026-09-20,08:00,16:00
shift-E-215,2026-09-20,16:00,23:59
shift-E-216,2026-09-20,00:00,08:00
shift-W-289,2026-09-21,08:00,16:00
shift-W-290,2026-09-21,16:00,23:59
shift-W-291,2026-09-21,00:00,08:00
shift-W-292,2026-09-22,08:00,16:00
shift-W-293,2026-09-22,16:00,23:59
shift-W-294,2026-09-22,00:00,08:00
shift-W-295,2026-09-23,08:00,16:00
shift-W-296,2026-09-23,16:00,23:59
shift-W-297,2026-09-23,00:00,08:00
shift-W-298,2026-09-24,08:00,16:00
shift-W-299,2026-09-24,16:00,23:59
shift-W-300,2026-09-24,00:00,08:00
shift-E-217,2026-09-25,08:00,16:00
shift-E-218,2026-09-25,16:00,23:59
shift-E-219,2026-09-25,00:00,08:00
shift-E-220,2026-09-26,08:00,16:00
shift-E-221,2026-09-26,16:00,23:59
shift-E-222,2026-09-26,00:00,08:00
shift-E-223,2026-09-27,08:00,16:00
shift-E-224,2026-09-27,16:00,23:59
shift-E-225,2026-09-27,00:00,08:00
shift-W-301,2026-09-28,08:00,16:00
shift-W-302,2026-09-28,16:00,23:59
shift-W-303,2026-09-28,00:00,08:00
shift-W-304,2026-09-29,08:00,16:00
shift-W-305,2026-09-29,16:00,23:59
shift-W-306,2026-09-29,00:00,08:00
shift-W-307,2026-09-30,08:00,16:00
shift-W-308,2026-09-30,16:00,23:59
shift-W-309,2026-09-30,00:00,08:00
shift-W-310,2026-10-01,08:00,16:00
shift-W-311,2026-10-01,16:00,23:59
shift-W-312,2026-10-01,00:00,08:00
shift-E-226,2026-10-02,08:00,16:00
shift-E-227,2026-10-02,16:00,23:59
shift-E-228,2026-10-02,00:00,08:00
shift-E-229,2026-10-03,08:00,16:00
shift-E-230,2026-10-03,16:00,23:59
shift-E-231,2026-10-03,00:00,08:00
shift-E-232,2026-10-04,08:00,16:00
shift-E-233,2026-10-04,16:00,23:59
shift-E-234,2026-10-04,00:00,08:00
